,end_time,key,sound,start_time,reaction_time
75,312.3437839000253,a,sounds\LF\suste.wav,311.79063050006516,0.5531533999601379
76,316.55955270002596,a,sounds\HF\open.wav,315.36072410002816,1.1988285999977961
77,323.88922000001185,,sounds\none\gewunnen.wav,319.57672700006515,4.3124929999466985
78,328.50112350005656,l,sounds\LF\snert.wav,326.90501450002193,1.5961090000346303
79,334.00660000008065,a,sounds\none\hormen.wav,331.51648280001245,2.490117200068198
80,337.97243650001474,a,sounds\none\megen.wav,337.02490260009654,0.9475338999181986
81,341.1618848000653,a,sounds\none\kormel.wav,340.9888074999908,0.17307730007451028
82,344.7374262000667,a,sounds\HF\vroeg.wav,344.1793400000315,0.5580862000351772
83,348.23383570008446,l,sounds\none\snoen.wav,347.75571330008097,0.4781224000034854
84,352.5364753000904,l,sounds\HF\wist.wav,351.25072280003224,1.2857525000581518
85,359.86525190004613,,sounds\none\darboen.wav,355.5535820000805,4.311669899965636
86,362.9248278000159,a,sounds\none\doppel.wav,362.88082150008995,0.04400629992596805
87,366.50611230009235,a,sounds\HF\dacht.wav,365.94576100003906,0.5603513000532985
88,371.4446539999917,a,sounds\HF\reden.wav,369.5223731000442,1.9222808999475092
89,374.61960460001137,a,sounds\LF\flans.wav,374.46615280001424,0.15345179999712855
90,378.19888869998977,a,sounds\none\jugen.wav,377.6365144000156,0.5623742999741808
91,381.48886480007786,a,sounds\HF\zoek.wav,381.21627390000504,0.27259090007282794
92,384.70396110008005,a,sounds\none\pirrel.wav,384.5045463000424,0.1994148000376299
93,388.0852129000705,a,sounds\HF\geweest.wav,387.71979130001273,0.3654216000577435
94,393.44383890007157,a,sounds\HF\werd.wav,391.10080220003147,2.343036700040102
95,396.69843109999783,a,sounds\none\plond.wav,396.46069310000166,0.2377379999961704
96,404.03055310004856,,sounds\none\plenk.wav,399.7168324000668,4.313720699981786
97,407.1531927000033,a,sounds\none\rastel.wav,407.0483480000403,0.10484469996299595
98,410.3021776000969,a,sounds\HF\vallen.wav,410.16875130007975,0.13342630001716316
99,413.5530187000986,a,sounds\HF\redden.wav,413.3197731000837,0.233245600014925
100,416.6854418000439,a,sounds\LF\rafel.wav,416.56879080005456,0.11665099998936057
101,419.75080939999316,a,sounds\LF\hese.wav,419.7032797000138,0.04752969997934997
102,422.7858567000367,a,sounds\HF\bij.wav,422.77033970004413,0.015516999992541969
103,427.65611139999237,a,sounds\HF\idee.wav,425.80171800008975,1.8543933999026194
104,431.20911830000114,a,sounds\none\ant.wav,430.6709817000665,0.5381365999346599
105,434.69648680009414,a,sounds\none\nergen.wav,434.22556030005217,0.4709265000419691
106,440.16182700009085,a,sounds\none\fradingo.wav,437.7156114000827,2.446215600008145
107,443.602889800095,l,sounds\none\rons.wav,443.17902010004036,0.4238697000546381
108,446.6407210000325,a,sounds\none\rufel.wav,446.6207738000667,0.019947199965827167
109,449.76303740008734,l,sounds\none\sluinen.wav,449.65700300002936,0.10603440005797893
110,453.13358290004544,a,sounds\HF\lekker.wav,452.7797721000388,0.35381080000661314
111,457.67000010004267,a,sounds\none\gebeikt.wav,456.15090510004666,1.519094999996014
112,462.8013466000557,a,sounds\none\plirken.wav,460.68645210005343,2.114894500002265
113,465.99624680005945,a,sounds\none\liek.wav,465.8197425000835,0.17650429997593164
114,469.21054650004953,a,sounds\LF\balkons.wav,469.0129570000572,0.19758949999231845
115,474.5396672000643,a,sounds\HF\juist.wav,472.23084430000745,2.308822900056839
116,481.866262900061,,sounds\LF\ponten.wav,477.55433399998583,4.311928900075145
117,489.19770330004394,,sounds\none\brum.wav,484.885178900091,4.312524399952963
118,496.5267948000692,,sounds\LF\etui.wav,492.21463020006195,4.312164600007236
119,503.8556173000252,,sounds\LF\deun.wav,499.5436754000839,4.311941899941303
120,511.18667170009576,,sounds\LF\bonkte.wav,506.8728777000215,4.313794000074267
121,518.5180795000633,,sounds\none\glijp.wav,514.2041570000583,4.313922500004992
122,525.8472793000983,,sounds\none\kandola.wav,521.5360001000809,4.311279200017452
123,528.9224141000304,a,sounds\none\zerder.wav,528.8642631000839,0.05815099994651973
124,532.030779200024,l,sounds\LF\buidels.wav,531.9386403000681,0.09213889995589852
125,535.1904463000828,a,sounds\none\udel.wav,535.0473495000042,0.1430968000786379
126,538.4980001000222,a,sounds\none\drintels.wav,538.2085715000285,0.2894285999936983
127,541.5342640000163,a,sounds\none\gals.wav,541.5209095000755,0.013354499940760434
128,544.5612421000842,l,sounds\none\bezans.wav,544.5516572000924,0.009584899991750717
129,547.6040070999879,l,sounds\none\millag.wav,547.5795394000597,0.024467699928209186
130,550.7574442999903,l,sounds\HF\eigen.wav,550.6223830000963,0.13506129989400506
131,553.9341916000703,a,sounds\none\moksen.wav,553.7745866000187,0.15960500005166978
132,557.1477833000245,a,sounds\none\bluurde.wav,556.951773900073,0.19600939995143563
133,560.3375525000738,a,sounds\none\rakot.wav,560.1643653000938,0.17318719998002052
134,564.40978430002,a,sounds\none\bralat.wav,563.3546105000423,1.0551737999776378
135,571.7382970000617,,sounds\none\loedsels.wav,567.426826100098,4.311470899963751
136,578.6370435000863,a,sounds\LF\gisten.wav,574.7564222000074,3.8806213000789285
137,585.9678988000378,,sounds\none\groeken.wav,581.655940500088,4.311958299949765
138,590.4748847000301,a,sounds\HF\gaf.wav,588.9869965000544,1.487888199975714
139,593.7478768000146,a,sounds\LF\grief.wav,593.4930798000423,0.25479699997231364
140,596.880871500005,l,sounds\none\kadders.wav,596.7671874000225,0.11368409998249263
141,602.2945982000092,a,sounds\LF\zolders.wav,599.896369400085,2.3982287999242544
142,605.5189154000254,a,sounds\none\prookt.wav,605.3117266000481,0.20718879997730255
143,610.3566708000144,a,sounds\none\kijs.wav,608.5359508000547,1.8207199999596924
144,617.6848672000924,,sounds\none\rokan.wav,613.3735768999904,4.311290300101973
145,621.6529186000116,a,sounds\none\leumen.wav,620.7009221999906,0.9519964000210166
146,624.8050428000279,a,sounds\HF\zeg.wav,624.6709880999988,0.1340547000290826
147,630.3476235000417,a,sounds\none\grantel.wav,627.8231550999917,2.5244684000499547
148,633.5069014000474,l,sounds\none\murselein.wav,633.3667159000179,0.1401855000294745
149,636.6702252000105,l,sounds\none\verke.wav,636.5250672000693,0.14515799994114786
150,639.77419190004,l,sounds\none\gietsen.wav,639.6891506999964,0.08504120004363358
151,642.9270999000873,l,sounds\HF\recht.wav,642.7926324000582,0.13446750002913177
152,645.9987528000493,l,sounds\HF\gedaan.wav,645.9464385000756,0.05231429997365922
153,653.3278744000709,,sounds\none\pals.wav,649.0167743000202,4.31110010005068
154,659.4123504000017,a,sounds\none\kimensie.wav,656.3451123000123,3.0672380999894813
155,662.5106092999922,l,sounds\HF\dood.wav,662.4392162000295,0.07139309996273369
156,665.5523329999996,l,sounds\none\tombel.wav,665.5266597000882,0.025673299911431968
157,668.7526114000939,a,sounds\LF\oker.wav,668.5686362000415,0.1839752000523731
158,671.8355234999908,a,sounds\LF\lijsters.wav,671.770700699999,0.06482279999181628
159,675.2252684000414,a,sounds\none\stodeum.wav,674.8518388000084,0.37342960003297776
160,681.7342807000969,a,sounds\LF\metrum.wav,678.24290260009,3.491378100006841
161,685.1858433000743,l,sounds\LF\stengels.wav,684.7518046000041,0.43403870007023215
162,688.5455332000274,a,sounds\LF\lome.wav,688.2056713000638,0.33986189996358007
163,692.0258490000851,a,sounds\none\kiemeten.wav,691.5610189000145,0.46483010007068515
164,695.174216400017,a,sounds\LF\stram.wav,695.0450803000713,0.1291360999457538
165,698.4205142999999,a,sounds\none\mijk.wav,698.1926126000471,0.2279016999527812
166,701.6675147000933,a,sounds\none\zelijk.wav,701.4379644000437,0.22955030004959553
167,704.7870388000738,a,sounds\none\gesmalpt.wav,704.6844865999883,0.10255220008548349
168,709.0343685999978,a,sounds\none\jaat.wav,707.8043378000148,1.2300307999830693
169,712.2696188000264,a,sounds\HF\los.wav,712.0506952999858,0.21892350004054606
170,715.3171864000615,a,sounds\none\breent.wav,715.2856999000069,0.031486500054597855
171,718.3516498000827,a,sounds\none\pectars.wav,718.3355046000797,0.01614520000293851
172,721.4044478000142,a,sounds\none\gimmel.wav,721.3701813000953,0.03426649991888553
173,724.7216719000135,a,sounds\none\stiraal.wav,724.4243898000568,0.29728209995664656
174,727.8072165000485,a,sounds\LF\ambten.wav,727.7396134000737,0.06760309997480363
175,731.1371964000864,a,sounds\none\spodiel.wav,730.8251221000683,0.3120743000181392
176,734.1792608000105,a,sounds\none\gefaapt.wav,734.1550624000374,0.024198399973101914
177,738.5483295000158,a,sounds\HF\auto.wav,737.1961119000334,1.3522175999823958
178,743.55180320004,a,sounds\HF\hield.wav,741.5648675999837,1.986935600056313
179,746.771263300092,l,sounds\HF\ging.wav,746.5761050999863,0.1951582001056522
180,752.6880651999963,a,sounds\LF\klavier.wav,749.7881658000406,2.899899399955757
181,757.8084662000183,a,sounds\LF\strotten.wav,755.7076888000593,2.1007773999590427
182,763.4185936000431,a,sounds\none\women.wav,760.8277966000605,2.590796999982558
183,767.5048003999982,a,sounds\HF\soort.wav,766.4363060999895,1.0684943000087515
184,772.3195227000397,a,sounds\none\brad.wav,770.5218189000152,1.7977038000244647
185,778.6319085999858,a,sounds\none\kumus.wav,775.3352368000196,3.296671799966134
186,783.2255910000531,a,sounds\none\smaan.wav,781.6495292000473,1.5760618000058457
187,787.259212300065,l,sounds\LF\schoffels.wav,786.242308099987,1.0169042000779882
188,794.5885093000252,,sounds\none\labber.wav,790.2766257000621,4.311883599963039
189,800.485109900008,l,sounds\none\nammer.wav,797.6060284000123,2.8790814999956638
190,806.5651698000729,l,sounds\none\vroel.wav,803.5048140999861,3.0603557000868022
191,811.5031472999835,l,sounds\none\klaam.wav,809.581237400067,1.9219098999164999
192,816.9027626999887,l,sounds\HF\sta.wav,814.5194398000604,2.3833228999283165
193,821.7022513000993,a,sounds\none\monen.wav,819.9259147000266,1.776336600072682
194,827.9320976000745,a,sounds\none\rieve.wav,824.7197356000543,3.212362000020221
195,832.6149468000513,a,sounds\none\gardien.wav,830.9482824000297,1.6666644000215456
196,836.5372922000242,a,sounds\none\klaap.wav,835.6318903000792,0.9054018999449909
197,843.8696771000978,,sounds\none\trorg.wav,839.5549497000175,4.314727400080301
198,851.2021627000067,,sounds\HF\boek.wav,846.889904599986,4.312258100020699
199,856.6696774000302,a,sounds\HF\morgen.wav,854.2200270000612,2.4496503999689594
